17,28,37,44,57,77,102,144,174,181,192,208,209,210,212,245,279,280,281,283,284,285,289,291,298,307,310,313,315,320,323,327,333,341,345,351,352,353,354,357,358,361,387,388,389,394,396,397,398,401,402,404,405,406,408,414,Dates
20,8,2,0,1,0,0,0,2,3,1,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2017-11
6,4,1,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-12
6,3,0,0,3,0,1,1,0,0,2,0,0,1,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2018-01
8,3,2,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2018-02
37,21,10,1,15,0,1,3,7,4,16,2,0,1,0,1,0,1,4,2,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,1,8,6,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,3,3,2018-03
19,11,2,1,6,0,3,2,3,2,10,2,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2018-04
22,14,3,0,4,0,0,4,1,4,6,4,0,3,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,4,0,2018-05
17,13,0,0,5,0,0,1,9,2,6,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2018-06
62,19,3,0,21,0,2,2,16,2,13,0,0,5,0,2,0,3,3,1,0,0,4,0,0,0,1,0,0,0,4,0,12,1,0,0,2,4,1,1,0,12,0,0,0,0,0,0,0,5,0,2,0,1,7,0,2018-07
41,17,1,1,22,0,4,0,19,4,20,2,0,4,0,6,0,1,2,4,0,1,4,1,0,2,0,0,0,2,4,0,18,1,0,0,4,4,2,0,0,23,0,0,0,0,0,0,0,3,0,2,0,0,3,2,2018-08
32,22,2,0,40,1,4,2,17,5,11,4,0,3,0,22,0,3,0,0,0,0,1,0,1,0,0,0,0,5,1,0,9,2,0,0,2,6,3,4,0,9,0,0,1,0,0,0,0,5,0,2,0,0,13,0,2018-09
55,19,3,2,25,0,7,4,17,5,22,4,0,3,1,15,3,4,5,0,0,0,1,0,1,3,1,0,0,2,1,0,12,3,0,0,5,2,4,9,0,20,0,0,0,0,0,0,0,12,0,4,0,0,9,0,2018-10
88,25,3,3,19,0,7,4,17,4,8,2,0,1,1,5,2,5,1,4,0,0,0,0,0,4,1,1,1,3,3,0,8,5,0,0,4,3,5,5,0,26,0,1,0,0,0,1,0,5,0,1,0,1,11,2,2018-11
102,40,2,5,20,0,1,11,21,4,12,3,0,1,0,0,5,2,2,5,0,0,2,0,0,2,0,2,1,4,2,2,6,3,1,0,6,2,17,4,0,12,0,0,0,0,0,0,0,6,0,1,2,0,9,1,2018-12
74,36,1,3,17,1,2,8,13,3,9,3,0,3,0,8,2,3,2,4,0,0,5,0,0,2,0,4,1,6,2,0,17,3,0,0,9,2,13,0,0,9,0,1,0,0,1,0,0,8,1,0,0,0,5,1,2019-01
69,21,4,5,12,1,2,1,14,1,3,4,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,4,1,3,3,0,8,2,0,0,6,1,11,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,4,2,2019-02
108,27,0,3,23,2,3,1,12,10,12,1,0,6,0,2,3,6,4,4,0,1,2,1,0,5,1,5,0,4,3,1,9,2,0,0,5,6,16,0,0,12,0,0,0,0,0,0,0,9,0,2,1,0,5,2,2019-03
85,26,2,2,21,3,2,7,17,4,7,0,0,2,0,1,2,4,4,4,0,1,2,1,1,5,0,5,0,1,1,0,7,1,0,0,12,2,12,0,0,12,0,0,0,0,0,0,0,8,1,2,0,0,11,0,2019-04
104,27,0,1,11,2,5,9,19,4,5,0,0,4,0,0,1,0,3,3,0,0,0,1,1,2,0,2,0,9,4,1,12,4,0,0,13,3,14,0,0,19,0,0,0,0,0,0,0,6,2,1,1,0,8,0,2019-05
114,30,5,3,23,2,3,6,36,2,14,1,0,6,1,0,6,0,3,3,0,2,0,1,1,5,0,5,3,10,5,1,12,3,0,0,14,1,7,0,0,14,0,0,0,0,0,0,0,9,3,0,1,0,14,1,2019-06
121,46,2,5,14,4,1,5,16,3,11,0,0,1,0,0,7,1,1,2,0,0,0,1,0,0,0,2,0,9,3,0,11,2,0,0,11,2,5,0,0,16,0,0,0,0,0,1,0,5,1,0,0,0,19,4,2019-07
102,26,4,1,10,3,0,7,10,0,7,0,0,3,0,0,6,2,0,1,0,1,1,0,2,3,0,0,0,6,6,1,7,3,0,0,15,0,9,0,0,9,0,0,0,0,0,0,0,8,1,1,1,0,16,0,2019-08
110,42,1,0,7,2,1,7,18,2,7,0,0,3,0,2,5,0,2,1,0,1,2,5,1,1,0,0,0,13,5,0,11,3,0,0,10,1,8,0,0,14,0,0,0,1,0,0,0,9,2,0,0,3,7,0,2019-09
86,29,1,1,8,1,1,7,12,4,7,0,0,2,0,0,2,1,2,2,0,1,0,4,0,2,0,2,0,14,5,0,11,1,0,0,12,1,8,0,0,12,0,0,0,0,0,1,0,9,1,2,0,1,5,0,2019-10
29,10,1,1,4,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2019-11
139,43,1,3,19,2,0,9,23,2,10,0,0,1,0,0,4,0,4,2,0,1,1,2,1,2,0,2,1,13,1,0,10,3,0,0,13,2,10,0,0,11,0,0,0,0,0,0,0,12,0,3,0,0,15,2,2019-12
124,34,1,2,10,2,0,4,17,2,12,0,0,3,0,0,0,2,1,0,0,3,0,2,0,1,0,1,1,17,0,0,24,2,0,0,6,1,8,0,0,19,0,0,0,1,0,0,0,4,2,3,0,0,8,2,2020-01
115,38,1,4,16,1,0,8,29,0,5,0,0,0,0,0,2,1,2,1,3,3,2,4,1,4,0,2,2,15,0,0,13,0,0,0,13,2,7,0,0,7,0,0,0,1,0,0,0,15,0,3,0,0,10,4,2020-02
131,48,0,5,14,1,0,6,14,1,10,0,0,1,0,0,1,0,3,1,0,3,0,5,2,4,1,2,2,28,1,0,19,4,0,0,9,2,8,0,0,18,0,0,0,0,0,0,0,4,0,4,0,0,9,3,2020-03
148,36,0,3,17,1,0,9,20,0,9,0,0,1,0,0,0,3,3,2,2,4,0,4,1,0,0,5,3,62,2,0,33,3,0,0,21,3,14,0,0,14,0,0,0,0,0,0,0,5,1,9,0,0,9,0,2020-04
130,40,0,3,16,2,0,10,23,1,5,1,0,0,0,1,1,2,2,2,0,4,0,3,0,3,0,3,4,13,3,0,55,2,0,0,24,3,9,0,0,11,0,0,0,0,0,0,0,6,0,1,0,1,10,0,2020-05
125,35,0,2,13,4,0,5,26,0,2,0,0,1,0,0,0,0,1,1,1,1,0,6,9,1,0,2,2,26,0,0,51,5,0,0,12,1,9,1,0,12,0,0,0,1,0,0,0,4,1,7,0,0,17,0,2020-06
62,46,1,1,9,2,0,4,40,5,7,0,0,1,0,1,0,1,1,2,1,0,0,4,2,0,0,0,0,30,0,0,71,0,0,0,2,0,5,0,0,7,0,0,0,1,0,0,0,5,8,2,0,3,8,0,2020-07
64,21,1,7,3,5,0,2,15,2,5,0,0,1,0,0,0,2,1,1,0,3,0,3,0,0,0,0,1,16,1,0,67,1,0,1,2,1,3,0,0,2,0,0,0,0,0,0,0,7,0,2,0,3,5,0,2020-08
58,34,0,3,2,2,0,0,23,3,6,0,0,0,0,0,0,0,2,1,1,2,0,4,1,0,0,0,2,23,0,0,122,1,0,0,1,0,12,0,0,11,0,0,0,0,0,0,0,7,0,1,0,5,4,0,2020-09
67,27,0,3,2,1,2,2,16,2,4,0,0,0,0,0,0,1,4,2,0,2,0,4,0,0,0,0,2,26,0,0,120,1,0,0,3,0,4,1,0,4,0,0,0,0,0,0,0,4,0,4,0,5,3,2,2020-10
65,24,0,100,71,3,0,17,21,0,3,0,0,0,1,0,0,1,2,0,0,1,0,2,3,0,0,0,1,22,0,0,113,1,1,0,46,0,92,6,0,5,0,0,0,0,0,0,0,0,5,2,0,6,31,0,2020-11
78,38,1,0,12,2,0,6,14,1,5,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,1,29,0,0,169,0,0,0,11,0,1,12,0,4,0,0,0,0,0,0,0,8,15,0,0,1,31,0,2020-12
73,28,1,1,12,4,1,2,33,1,8,0,0,0,0,0,0,1,0,1,1,2,0,3,1,0,0,0,1,33,0,0,208,0,0,0,5,0,0,3,0,11,0,0,0,0,0,1,0,5,7,1,0,3,14,1,2021-01
84,39,0,0,10,2,0,3,28,1,12,0,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,0,0,52,0,0,199,2,0,0,8,0,0,9,0,6,0,0,0,0,0,0,0,5,9,2,0,1,24,0,2021-02
115,40,0,0,4,3,1,1,25,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,90,0,0,211,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,1,8,1,2021-03
85,37,1,0,3,2,4,0,36,0,11,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,22,0,0,174,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,3,0,1,4,2,2021-04
90,36,0,0,7,5,0,2,19,4,2,0,0,0,1,0,0,2,0,0,0,0,0,4,2,0,0,0,0,21,0,0,211,2,1,0,5,0,0,0,0,6,0,0,0,2,0,0,0,9,1,4,0,2,10,2,2021-05
153,37,0,1,1,18,7,0,117,6,14,0,0,0,1,0,0,7,0,1,0,0,0,22,2,0,0,0,0,42,1,0,612,10,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,24,3,2,0,1,3,2,2021-06
144,40,1,0,1,5,6,2,87,1,18,0,0,1,0,0,0,5,0,1,1,1,0,15,2,0,1,0,0,96,0,0,342,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,21,0,7,0,1,6,1,2021-07
137,26,0,0,3,2,7,1,39,1,12,0,0,0,0,0,0,4,1,1,0,0,0,8,0,0,1,0,0,73,1,0,264,4,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,4,0,0,5,1,2021-08
105,70,1,0,1,4,5,1,44,0,8,0,0,0,0,0,0,2,0,0,0,1,0,9,1,0,0,0,0,24,0,0,220,2,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,5,0,0,0,1,2021-09
4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021-10
